filename,is_mainnet_fork,has_analysis_comment
src/test/2023-07/Palmswap_exp.sol,False,True
src/test/2023-07/Platypus02_exp.sol,False,True
src/test/2023-07/ArcadiaFi_exp.sol,False,True
src/test/2023-07/Bao_exp.sol,True,True
src/test/2023-07/SUT_exp.sol,False,True
src/test/2023-07/Conic_exp.sol,True,True
src/test/2023-07/Libertify_exp.sol,False,True
src/test/2023-07/USDTStakingContract28_exp.sol,True,False
src/test/2023-07/Civfund_exp.sol,True,True
src/test/2023-07/NewFi_exp.sol,False,True
src/test/2023-07/Utopia_exp.sol,False,True
src/test/2023-07/FFIST_exp.sol,False,True
src/test/2023-07/RodeoFinance_exp.sol,False,True
src/test/2023-07/Bamboo_exp.sol,False,True
src/test/2023-07/Carson_exp.sol,False,True
